x,y,z
2.944,0.196309398,a
2.967,0.173706998,a
2.99,0.151012712,a
3.013,0.128238544,a
3.036,0.10539654,a
3.059,0.082498784,a
3.082,0.059557388,a
3.105,0.036584488,a
3.128,0.013592235,a
3.151,-0.009407208,a
3.174,-0.032401674,a
3.197,-0.055379001,a
3.22,-0.078327033,a
3.243,-0.101233633,a
3.266,-0.124086682,a
3.289,-0.146874092,a
3.312,-0.169583809,a
3.335,-0.192203821,a
3.358,-0.214722161,a
3.381,-0.237126918,a
3.404,-0.25940624,a
3.427,-0.281548343,a
3.45,-0.303541513,a
3.473,-0.325374116,a
3.496,-0.347034605,a
3.519,-0.36851152,a
3.542,-0.389793501,a
3.565,-0.41086929,a
3.588,-0.431727739,a
3.611,-0.452357815,a
3.634,-0.472748603,a
3.657,-0.492889319,a
3.68,-0.512769307,a
3.703,-0.532378053,a
3.726,-0.551705183,a
3.749,-0.570740474,a
3.772,-0.589473856,a
3.795,-0.607895421,a
3.818,-0.625995423,a
3.841,-0.643764288,a
3.864,-0.661192616,a
3.887,-0.67827119,a
3.91,-0.694990973,a
3.933,-0.711343123,a
3.956,-0.727318988,a
3.979,-0.742910119,a
4.002,-0.758108268,a
4.025,-0.772905395,a
4.048,-0.787293673,a
4.071,-0.801265492,a
4.094,-0.814813459,a
4.117,-0.827930409,a
4.14,-0.840609404,a
4.163,-0.852843735,a
4.186,-0.864626932,a
4.209,-0.875952762,a
4.232,-0.886815233,a
4.255,-0.897208599,a
4.278,-0.907127363,a
4.301,-0.916566278,a
4.324,-0.92552035,a
4.347,-0.933984844,a
4.37,-0.941955282,a
4.393,-0.949427447,a
4.416,-0.956397388,a
4.439,-0.962861416,a
4.462,-0.968816113,a
4.485,-0.974258329,a
4.508,-0.979185185,a
4.531,-0.983594075,a
4.554,-0.987482667,a
4.577,-0.990848903,a
4.6,-0.993691004,a
4.623,-0.996007465,a
4.646,-0.997797061,a
4.669,-0.999058846,a
4.692,-0.999792152,a
4.715,-0.999996591,a
4.738,-0.999672056,a
4.761,-0.998818717,a
4.784,-0.997437026,a
4.807,-0.995527715,a
4.83,-0.993091793,a
4.853,-0.990130548,a
4.876,-0.986645547,a
4.899,-0.982638634,a
4.922,-0.978111928,a
4.945,-0.973067823,a
4.968,-0.967508988,a
4.991,-0.961438364,a
5.014,-0.954859161,a
5.037,-0.94777486,a
5.06,-0.940189208,a
5.083,-0.932106217,a
5.106,-0.923530165,a
5.129,-0.914465586,a
5.152,-0.904917277,a
5.175,-0.894890287,a
5.198,-0.884389922,a
5.221,-0.873421734,a
5.244,-0.861991527,a
5.267,-0.850105347,a
5.29,-0.83776948,a
5.313,-0.824990453,a
5.336,-0.811775026,a
5.359,-0.798130188,a
5.382,-0.784063158,a
5.405,-0.769581377,a
5.428,-0.754692505,a
5.451,-0.739404419,a
5.474,-0.723725205,a
5.497,-0.707663157,a
5.52,-0.691226772,a
5.543,-0.674424744,a
5.566,-0.657265961,a
5.589,-0.639759499,a
5.612,-0.62191462,a
5.635,-0.603740763,a
5.658,-0.58524754,a
5.681,-0.566444736,a
5.704,-0.547342295,a
5.727,-0.527950323,a
5.75,-0.508279077,a
5.773,-0.488338964,a
5.796,-0.468140531,a
5.819,-0.447694463,a
5.842,-0.427011574,a
5.865,-0.406102807,a
5.888,-0.38497922,a
5.911,-0.363651989,a
5.934,-0.342132394,a
5.957,-0.320431818,a
5.98,-0.298561742,a
6.003,-0.276533734,a
6.026,-0.254359446,a
6.049,-0.232050608,a
6.072,-0.20961902,a
6.095,-0.187076549,a
6.118,-0.164435119,a
6.141,-0.141706706,a
6.164,-0.118903334,a
6.187,-0.096037064,a
6.21,-0.073119994,a
6.233,-0.050164244,a
6.256,-0.027181959,a
6.279,-0.004185295,a
6.302,0.018813583,a
6.325,0.041802509,a
6.348,0.064769322,a
6.371,0.087701874,a
6.394,0.110588033,a
6.417,0.133415694,a
6.44,0.156172782,a
6.463,0.178847257,a
6.486,0.201427127,a
6.509,0.223900446,a
6.532,0.246255327,a
6.555,0.268479945,a
6.578,0.290562543,a
6.601,0.31249144,a
6.624,0.334255037,a
6.647,0.35584182,a
6.67,0.377240372,a
6.693,0.398439372,a
6.716,0.419427607,a
6.739,0.440193975,a
6.762,0.46072749,a
6.785,0.481017291,a
6.808,0.501052645,a
6.831,0.520822954,a
6.854,0.54031776,a
6.877,0.559526751,a
6.9,0.578439764,a
6.923,0.597046797,a
6.946,0.615338006,a
6.969,0.633303715,a
6.992,0.650934422,a
7.015,0.668220799,a
7.038,0.685153703,a
7.061,0.701724177,a
7.084,0.717923455,a
7.107,0.733742968,a
7.13,0.749174348,a
7.153,0.764209433,a
7.176,0.778840269,a
7.199,0.793059116,a
7.222,0.806858453,a
7.245,0.820230981,a
7.268,0.833169627,a
7.291,0.845667544,a
7.314,0.857718124,a
7.337,0.86931499,a
7.36,0.88045201,a
7.383,0.89112329,a
7.406,0.901323187,a
7.429,0.911046305,a
7.452,0.920287501,a
7.475,0.929041887,a
7.498,0.937304831,a
7.521,0.945071962,a
7.544,0.952339172,a
7.567,0.959102618,a
7.59,0.96535872,a
7.613,0.97110417,a
7.636,0.976335928,a
7.659,0.981051228,a
7.682,0.985247575,a
7.705,0.988922748,a
7.728,0.992074804,a
7.751,0.994702076,a
7.774,0.996803174,a
7.797,0.998376986,a
7.82,0.99942268,a
7.843,0.999939702,a
7.866,0.99992778,a
7.889,0.99938692,a
7.912,0.998317407,a
7.935,0.996719807,a
7.958,0.994594966,a
7.981,0.991944007,a
8.004,0.988768333,a
8.027,0.985069624,a
8.05,0.980849836,a
8.073,0.976111201,a
8.096,0.970856226,a
8.119,0.96508769,a
8.142,0.958808646,a
8.165,0.952022415,a
8.188,0.944732586,a
8.211,0.936943015,a
8.234,0.928657823,a
8.257,0.919881393,a
8.28,0.910618367,a
8.303,0.900873645,a
8.326,0.890652382,a
8.349,0.879959985,a
8.372,0.86880211,a
8.395,0.857184658,a
8.418,0.845113776,a
8.441,0.832595848,a
8.464,0.819637496,a
8.487,0.806245576,a
8.51,0.79242717,a
8.533,0.778189589,a
8.556,0.763540363,a
8.579,0.748487243,a
8.602,0.73303819,a
8.625,0.717201377,a
8.648,0.700985181,a
8.671,0.684398181,a
8.694,0.66744915,a
8.717,0.650147053,a
8.74,0.632501045,a
8.763,0.614520457,a
8.786,0.596214803,
8.809,0.577593765,
8.832,0.558667194,
8.855,0.5394451,
8.878,0.519937653,
8.901,0.500155171,
8.924,0.480108118,
8.947,0.4598071,
8.97,0.439262854,
8.993,0.418486248,
9.016,0.397488273,
9.039,0.376280036,
9.062,0.354872755,
9.085,0.333277755,
9.108,0.311506459,
9.131,0.289570384,
9.154,0.267481132,
9.177,0.245250389,
9.2,0.222889914,
9.223,0.200411536,
9.246,0.177827144,
9.269,0.155148687,
9.292,0.132388159,
9.315,0.109557601,
9.338,0.086669089,
9.361,0.063734732,
9.384,0.04076666,
9.407,0.017777024,
9.43,-0.005222015,
9.453,-0.028218293,
9.476,-0.051199644,
9.499,-0.074153911,
9.522,-0.097068952,
9.545,-0.119932647,
